event_time,BNB_funding_rate,BNB_annual_rate,BTC_funding_rate,BTC_annual_rate,ETH_funding_rate,ETH_annual_rate,FARTCOIN_funding_rate,FARTCOIN_annual_rate,SOL_funding_rate,SOL_annual_rate,WIF_funding_rate,WIF_annual_rate
21:04:03,0.0,0.0,-2.63e-06,-0.287985,8.4e-06,0.9197999999999996,5e-05,5.4750000000000005,0.0001,10.95,5e-05,5.4750000000000005
